gene_symbol	source	source_group	label_type	priority_axis	is_positive	is_validation_source	notes
PDE2A	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE3A	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE3B	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE4	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE4A	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE4B	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE4C	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE4D	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE5A	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE6A	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE6B	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE6C	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE6D	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE6G	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE6H	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE7A	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE7B	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE8A	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE8B	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE9A	chembl_clinical	drug	database_evidence	clinical	1	1	
PDGFB	chembl_clinical	drug	database_evidence	clinical	1	1	
PDGFRA	chembl_clinical	drug	database_evidence	clinical	1	1	
PDGFRB	chembl_clinical	drug	database_evidence	clinical	1	1	
PDK1	chembl_clinical	drug	database_evidence	clinical	1	1	
PDK2	chembl_clinical	drug	database_evidence	clinical	1	1	
PDK3	chembl_clinical	drug	database_evidence	clinical	1	1	
PDK4	chembl_clinical	drug	database_evidence	clinical	1	1	
PDPK1	chembl_clinical	drug	database_evidence	clinical	1	1	
PEMT	chembl_clinical	drug	database_evidence	clinical	1	1	
PFATPASE4	chembl_clinical	drug	database_evidence	clinical	1	1	
PFOR	chembl_clinical	drug	database_evidence	clinical	1	1	
PGA5	chembl_clinical	drug	database_evidence	clinical	1	1	
PGF	chembl_clinical	drug	database_evidence	clinical	1	1	
PGR	chembl_clinical	drug	database_evidence	clinical	1	1	
PICK1	chembl_clinical	drug	database_evidence	clinical	1	1	
PIK3CA	chembl_clinical	drug	database_evidence	clinical	1	1	
PIK3CB	chembl_clinical	drug	database_evidence	clinical	1	1	
PIK3CD	chembl_clinical	drug	database_evidence	clinical	1	1	
PIK3CG	chembl_clinical	drug	database_evidence	clinical	1	1	
PIK3R1	chembl_clinical	drug	database_evidence	clinical	1	1	
PIK3R2	chembl_clinical	drug	database_evidence	clinical	1	1	
PIK3R3	chembl_clinical	drug	database_evidence	clinical	1	1	
PIK3R5	chembl_clinical	drug	database_evidence	clinical	1	1	
PIKFYVE	chembl_clinical	drug	database_evidence	clinical	1	1	
PIM1	chembl_clinical	drug	database_evidence	clinical	1	1	
PIM2	chembl_clinical	drug	database_evidence	clinical	1	1	
PIM3	chembl_clinical	drug	database_evidence	clinical	1	1	
PKD1	chembl_clinical	drug	database_evidence	clinical	1	1	
PKLR	chembl_clinical	drug	database_evidence	clinical	1	1	
PLA2G10	chembl_clinical	drug	database_evidence	clinical	1	1	
PLA2G2A	chembl_clinical	drug	database_evidence	clinical	1	1	
PLA2G4A	chembl_clinical	drug	database_evidence	clinical	1	1	
PLA2G5	chembl_clinical	drug	database_evidence	clinical	1	1	
PLA2G7	chembl_clinical	drug	database_evidence	clinical	1	1	
PLASMINOGEN	chembl_clinical	drug	database_evidence	clinical	1	1	
PLAT	chembl_clinical	drug	database_evidence	clinical	1	1	
PLAU	chembl_clinical	drug	database_evidence	clinical	1	1	
PLG	chembl_clinical	drug	database_evidence	clinical	1	1	
PLK1	chembl_clinical	drug	database_evidence	clinical	1	1	
PLK4	chembl_clinical	drug	database_evidence	clinical	1	1	
PMEL	chembl_clinical	drug	database_evidence	clinical	1	1	
PNLIP	chembl_clinical	drug	database_evidence	clinical	1	1	
PNP	chembl_clinical	drug	database_evidence	clinical	1	1	
POL	chembl_clinical	drug	database_evidence	clinical	1	1	
POLA1	chembl_clinical	drug	database_evidence	clinical	1	1	
POLA2	chembl_clinical	drug	database_evidence	clinical	1	1	
POLD1	chembl_clinical	drug	database_evidence	clinical	1	1	
POLD2	chembl_clinical	drug	database_evidence	clinical	1	1	
POLD3	chembl_clinical	drug	database_evidence	clinical	1	1	
POLD4	chembl_clinical	drug	database_evidence	clinical	1	1	
POLE	chembl_clinical	drug	database_evidence	clinical	1	1	
POLE2	chembl_clinical	drug	database_evidence	clinical	1	1	
POLE3	chembl_clinical	drug	database_evidence	clinical	1	1	
POLR1A	chembl_clinical	drug	database_evidence	clinical	1	1	
POLR2A	chembl_clinical	drug	database_evidence	clinical	1	1	
POLR3A	chembl_clinical	drug	database_evidence	clinical	1	1	
PONA	chembl_clinical	drug	database_evidence	clinical	1	1	
PONB	chembl_clinical	drug	database_evidence	clinical	1	1	
PORCN	chembl_clinical	drug	database_evidence	clinical	1	1	
PPARA	chembl_clinical	drug	database_evidence	clinical	1	1	
PPARD	chembl_clinical	drug	database_evidence	clinical	1	1	
PPARG	chembl_clinical	drug	database_evidence	clinical	1	1	
PPAT	chembl_clinical	drug	database_evidence	clinical	1	1	
PPIA	chembl_clinical	drug	database_evidence	clinical	1	1	
PPP2CA	chembl_clinical	drug	database_evidence	clinical	1	1	
PPP2CB	chembl_clinical	drug	database_evidence	clinical	1	1	
PPP3CA	chembl_clinical	drug	database_evidence	clinical	1	1	
PPP5C	chembl_clinical	drug	database_evidence	clinical	1	1	
PPPK-DHPS	chembl_clinical	drug	database_evidence	clinical	1	1	
PPYR1	chembl_clinical	drug	database_evidence	clinical	1	1	
PRIM1	chembl_clinical	drug	database_evidence	clinical	1	1	
PRIM2	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKAA1	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKAA2	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKAB1	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKAB2	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKACA	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKACB	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKACG	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKAG1	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKAG2	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKAG3	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKCA	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKCB	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKCD	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKCE	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKCG	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKCH	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKCI	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKCQ	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKCZ	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKD1	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKD3	chembl_clinical	drug	database_evidence	clinical	1	1	
PRKDC	chembl_clinical	drug	database_evidence	clinical	1	1	
PRMT5	chembl_clinical	drug	database_evidence	clinical	1	1	
PROC	chembl_clinical	drug	database_evidence	clinical	1	1	
PROS1	chembl_clinical	drug	database_evidence	clinical	1	1	
PROTEASE	chembl_clinical	drug	database_evidence	clinical	1	1	
PRR4	chembl_clinical	drug	database_evidence	clinical	1	1	
PSCA	chembl_clinical	drug	database_evidence	clinical	1	1	
PSEN1	chembl_clinical	drug	database_evidence	clinical	1	1	
PSEN2	chembl_clinical	drug	database_evidence	clinical	1	1	
PSENEN	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMA1	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMA2	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMA3	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMA4	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMA5	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMA6	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMA7	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMA8	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMB1	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMB10	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMB11	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMB2	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMB3	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMB4	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMB5	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMB6	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMB7	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMB8	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMB9	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMC1	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMC2	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMC3	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMC4	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMC5	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMC6	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMD1	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMD11	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMD12	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMD13	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMD14	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMD2	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMD3	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMD4	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMD6	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMD7	chembl_clinical	drug	database_evidence	clinical	1	1	
PSMD8	chembl_clinical	drug	database_evidence	clinical	1	1	
PTAFR	chembl_clinical	drug	database_evidence	clinical	1	1	
PTGDR	chembl_clinical	drug	database_evidence	clinical	1	1	
PTGDR2	chembl_clinical	drug	database_evidence	clinical	1	1	
PTGDS	chembl_clinical	drug	database_evidence	clinical	1	1	
PTGER1	chembl_clinical	drug	database_evidence	clinical	1	1	
PTGER2	chembl_clinical	drug	database_evidence	clinical	1	1	
PTGER3	chembl_clinical	drug	database_evidence	clinical	1	1	
PTGER4	chembl_clinical	drug	database_evidence	clinical	1	1	
PTGFR	chembl_clinical	drug	database_evidence	clinical	1	1	
PTGIR	chembl_clinical	drug	database_evidence	clinical	1	1	
PTGS1	chembl_clinical	drug	database_evidence	clinical	1	1	
PTGS2	chembl_clinical	drug	database_evidence	clinical	1	1	
PTH1R	chembl_clinical	drug	database_evidence	clinical	1	1	
PTHLH	chembl_clinical	drug	database_evidence	clinical	1	1	
PTHR1	chembl_clinical	drug	database_evidence	clinical	1	1	
PTK2	chembl_clinical	drug	database_evidence	clinical	1	1	
PTK2B	chembl_clinical	drug	database_evidence	clinical	1	1	
PTK6	chembl_clinical	drug	database_evidence	clinical	1	1	
PTPN11	chembl_clinical	drug	database_evidence	clinical	1	1	
PTPRB	chembl_clinical	drug	database_evidence	clinical	1	1	
PTPRC	chembl_clinical	drug	database_evidence	clinical	1	1	
PVRL4	chembl_clinical	drug	database_evidence	clinical	1	1	
R-SPONDIN-3	chembl_clinical	drug	database_evidence	clinical	1	1	
RAF-1	chembl_clinical	drug	database_evidence	clinical	1	1	
RAF1	chembl_clinical	drug	database_evidence	clinical	1	1	
RAGE	chembl_clinical	drug	database_evidence	clinical	1	1	
RAMP1	chembl_clinical	drug	database_evidence	clinical	1	1	
RAMP2	chembl_clinical	drug	database_evidence	clinical	1	1	
RAMP3	chembl_clinical	drug	database_evidence	clinical	1	1	
RARA	chembl_clinical	drug	database_evidence	clinical	1	1	
RARB	chembl_clinical	drug	database_evidence	clinical	1	1	
RARG	chembl_clinical	drug	database_evidence	clinical	1	1	
RBX1	chembl_clinical	drug	database_evidence	clinical	1	1	
RDL1	chembl_clinical	drug	database_evidence	clinical	1	1	
RDL2	chembl_clinical	drug	database_evidence	clinical	1	1	
RDL3	chembl_clinical	drug	database_evidence	clinical	1	1	
RELA	chembl_clinical	drug	database_evidence	clinical	1	1	
REN	chembl_clinical	drug	database_evidence	clinical	1	1	
REP	chembl_clinical	drug	database_evidence	clinical	1	1	
RET	chembl_clinical	drug	database_evidence	clinical	1	1	
RETICULON-4	chembl_clinical	drug	database_evidence	clinical	1	1	
REVERSE	chembl_clinical	drug	database_evidence	clinical	1	1	
RGMA	chembl_clinical	drug	database_evidence	clinical	1	1	
RHD	chembl_clinical	drug	database_evidence	clinical	1	1	
RIPK1	chembl_clinical	drug	database_evidence	clinical	1	1	
RNPEP	chembl_clinical	drug	database_evidence	clinical	1	1	
RNPEPL1	chembl_clinical	drug	database_evidence	clinical	1	1	
ROCK1	chembl_clinical	drug	database_evidence	clinical	1	1	
ROCK2	chembl_clinical	drug	database_evidence	clinical	1	1	
ROR1	chembl_clinical	drug	database_evidence	clinical	1	1	
RORC	chembl_clinical	drug	database_evidence	clinical	1	1	
ROS1	chembl_clinical	drug	database_evidence	clinical	1	1	
RPE65	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL10	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL10A	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL11	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL12	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL13	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL13A	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL14	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL15	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL17	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL18	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL18A	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL19	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL21	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL22	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL23	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL23A	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL24	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL26	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL27	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL27A	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL28	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL29	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL3	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL30	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL31	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL32	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL34	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL35	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL35A	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL36	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL36A	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL37	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL37A	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL38	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL39	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL4	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL41	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL5	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL6	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL7	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL7A	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL8	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL9	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL9P7	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL9P8	chembl_clinical	drug	database_evidence	clinical	1	1	
RPL9P9	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLA	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLB	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLC	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLD	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLE	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLF	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLI	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLJ	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLK	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLL	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLM	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLN	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLO	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLP	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLP0	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLP1	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLQ	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLR	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLS	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLT	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLU	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLV	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLW	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLX	chembl_clinical	drug	database_evidence	clinical	1	1	
RPLY	chembl_clinical	drug	database_evidence	clinical	1	1	
RPMA	chembl_clinical	drug	database_evidence	clinical	1	1	
RPMB	chembl_clinical	drug	database_evidence	clinical	1	1	
RPMB1	chembl_clinical	drug	database_evidence	clinical	1	1	
RPMB2	chembl_clinical	drug	database_evidence	clinical	1	1	
RPMC	chembl_clinical	drug	database_evidence	clinical	1	1	
RPMD	chembl_clinical	drug	database_evidence	clinical	1	1	
RPME	chembl_clinical	drug	database_evidence	clinical	1	1	
RPME2	chembl_clinical	drug	database_evidence	clinical	1	1	
RPMF	chembl_clinical	drug	database_evidence	clinical	1	1	
RPMG	chembl_clinical	drug	database_evidence	clinical	1	1	
RPMG1	chembl_clinical	drug	database_evidence	clinical	1	1	
RPMG2	chembl_clinical	drug	database_evidence	clinical	1	1	
RPMG3	chembl_clinical	drug	database_evidence	clinical	1	1	
RPMH	chembl_clinical	drug	database_evidence	clinical	1	1	
RPMI	chembl_clinical	drug	database_evidence	clinical	1	1	
RPMJ	chembl_clinical	drug	database_evidence	clinical	1	1	
RPMJ2	chembl_clinical	drug	database_evidence	clinical	1	1	
RPOA	chembl_clinical	drug	database_evidence	clinical	1	1	
RPOB	chembl_clinical	drug	database_evidence	clinical	1	1	
RPOC	chembl_clinical	drug	database_evidence	clinical	1	1	
RPOZ	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS10	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS11	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS12	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS13	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS14	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS15	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS15A	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS16	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS17	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS18	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS19	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS2	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS20	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS21	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS23	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS24	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS25	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS26	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS27	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS27A	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS28	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS29	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS3	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS3A	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS4X	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS4Y1	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS5	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS6	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS6KA1	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS6KA2	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS6KA3	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS6KA6	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS6KB1	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS6KB2	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS7	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS8	chembl_clinical	drug	database_evidence	clinical	1	1	
RPS9	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSA	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSB	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSC	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSD	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSE	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSF	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSG	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSH	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSI	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSJ	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSK	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSL	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSM	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSN	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSO	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSP	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSQ	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSR	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSR1	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSR2	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSS	chembl_clinical	drug	database_evidence	clinical	1	1	
RPST	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSU	chembl_clinical	drug	database_evidence	clinical	1	1	
RPSZ	chembl_clinical	drug	database_evidence	clinical	1	1	
RPTOR	chembl_clinical	drug	database_evidence	clinical	1	1	
RRM1	chembl_clinical	drug	database_evidence	clinical	1	1	
RRM2	chembl_clinical	drug	database_evidence	clinical	1	1	
RRM2B	chembl_clinical	drug	database_evidence	clinical	1	1	
RRP1	chembl_clinical	drug	database_evidence	clinical	1	1	
RSPO3	chembl_clinical	drug	database_evidence	clinical	1	1	
RTN4	chembl_clinical	drug	database_evidence	clinical	1	1	
RXFP1	chembl_clinical	drug	database_evidence	clinical	1	1	
RXFP2	chembl_clinical	drug	database_evidence	clinical	1	1	
RXRA	chembl_clinical	drug	database_evidence	clinical	1	1	
RXRB	chembl_clinical	drug	database_evidence	clinical	1	1	
RXRG	chembl_clinical	drug	database_evidence	clinical	1	1	
RYR1	chembl_clinical	drug	database_evidence	clinical	1	1	
RYR3	chembl_clinical	drug	database_evidence	clinical	1	1	
S1PR1	chembl_clinical	drug	database_evidence	clinical	1	1	
S1PR2	chembl_clinical	drug	database_evidence	clinical	1	1	
S1PR3	chembl_clinical	drug	database_evidence	clinical	1	1	
S1PR4	chembl_clinical	drug	database_evidence	clinical	1	1	
S1PR5	chembl_clinical	drug	database_evidence	clinical	1	1	
SCG2	chembl_clinical	drug	database_evidence	clinical	1	1	
SCLEROSTIN	chembl_clinical	drug	database_evidence	clinical	1	1	
SCN10A	chembl_clinical	drug	database_evidence	clinical	1	1	
SCN11A	chembl_clinical	drug	database_evidence	clinical	1	1	
SCN1A	chembl_clinical	drug	database_evidence	clinical	1	1	
SCN2A	chembl_clinical	drug	database_evidence	clinical	1	1	
SCN3A	chembl_clinical	drug	database_evidence	clinical	1	1	
SCN4A	chembl_clinical	drug	database_evidence	clinical	1	1	
SCN5A	chembl_clinical	drug	database_evidence	clinical	1	1	
SCN7A	chembl_clinical	drug	database_evidence	clinical	1	1	
SCN8A	chembl_clinical	drug	database_evidence	clinical	1	1	
SCN9A	chembl_clinical	drug	database_evidence	clinical	1	1	
SCNN1A	chembl_clinical	drug	database_evidence	clinical	1	1	
SCNN1B	chembl_clinical	drug	database_evidence	clinical	1	1	
SCNN1G	chembl_clinical	drug	database_evidence	clinical	1	1	
SCTR	chembl_clinical	drug	database_evidence	clinical	1	1	
SDC1	chembl_clinical	drug	database_evidence	clinical	1	1	
SDC4	chembl_clinical	drug	database_evidence	clinical	1	1	
SDK1	chembl_clinical	drug	database_evidence	clinical	1	1	
SELE	chembl_clinical	drug	database_evidence	clinical	1	1	
SELL	chembl_clinical	drug	database_evidence	clinical	1	1	
SELP	chembl_clinical	drug	database_evidence	clinical	1	1	
SELPLG	chembl_clinical	drug	database_evidence	clinical	1	1	
SEM1	chembl_clinical	drug	database_evidence	clinical	1	1	
SEMA4D	chembl_clinical	drug	database_evidence	clinical	1	1	
SEMAPHORIN-4D	chembl_clinical	drug	database_evidence	clinical	1	1	
SERPINC1	chembl_clinical	drug	database_evidence	clinical	1	1	
SERPINE1	chembl_clinical	drug	database_evidence	clinical	1	1	
SERPING1	chembl_clinical	drug	database_evidence	clinical	1	1	
SHFM1	chembl_clinical	drug	database_evidence	clinical	1	1	
SI	chembl_clinical	drug	database_evidence	clinical	1	1	
SIGLEC10	chembl_clinical	drug	database_evidence	clinical	1	1	
SIGLEC8	chembl_clinical	drug	database_evidence	clinical	1	1	
SIGMAR1	chembl_clinical	drug	database_evidence	clinical	1	1	
SILV	chembl_clinical	drug	database_evidence	clinical	1	1	
SIRT1	chembl_clinical	drug	database_evidence	clinical	1	1	
SIS	chembl_clinical	drug	database_evidence	clinical	1	1	
SLAMF7	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC10A1	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC10A2	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC12A1	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC12A3	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC18A2	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC22A11	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC22A12	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC22A6	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC22A8	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC29A1	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC34A2	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC39A6	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC44A4	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC5A1	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC5A2	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC6A1	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC6A2	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC6A3	chembl_clinical	drug	database_evidence	clinical	1	1	
