gene_symbol	clinical_positive	discovery_positive	positive_source_count	clinical_sources	discovery_sources	heldout_eligible_sources
NDUFB4	1	0	1	chembl_clinical		chembl_clinical
NDUFB5	1	0	1	chembl_clinical		chembl_clinical
NDUFB6	1	0	1	chembl_clinical		chembl_clinical
NDUFB7	1	0	1	chembl_clinical		chembl_clinical
NDUFB8	1	0	1	chembl_clinical		chembl_clinical
NDUFB9	1	0	1	chembl_clinical		chembl_clinical
NDUFC1	1	0	1	chembl_clinical		chembl_clinical
NDUFC2	1	0	1	chembl_clinical		chembl_clinical
NDUFS1	1	0	1	chembl_clinical		chembl_clinical
NDUFS2	1	0	1	chembl_clinical		chembl_clinical
NDUFS3	1	0	1	chembl_clinical		chembl_clinical
NDUFS4	1	0	1	chembl_clinical		chembl_clinical
NDUFS5	1	0	1	chembl_clinical		chembl_clinical
NDUFS6	1	0	1	chembl_clinical		chembl_clinical
NDUFS7	1	0	1	chembl_clinical		chembl_clinical
NDUFS8	1	0	1	chembl_clinical		chembl_clinical
NDUFV1	1	0	1	chembl_clinical		chembl_clinical
NDUFV2	1	0	1	chembl_clinical		chembl_clinical
NDUFV3	1	0	1	chembl_clinical		chembl_clinical
NECTIN4	1	0	1	chembl_clinical		chembl_clinical
NET	1	0	1	chembl_clinical		chembl_clinical
NET1	1	0	1	chembl_clinical		chembl_clinical
NEUROPILIN-1	1	0	1	chembl_clinical		chembl_clinical
NF1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NF2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NFATC2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NFE2L2	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
NFKB1	1	0	1	chembl_clinical		chembl_clinical
NFKB2	1	0	1	chembl_clinical		chembl_clinical
NGF	1	0	1	chembl_clinical		chembl_clinical
NISCH	1	0	1	chembl_clinical		chembl_clinical
NKX2-1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NLRP3	1	0	1	chembl_clinical		chembl_clinical
NMB	1	0	1	chembl_clinical		chembl_clinical
NOD2	1	0	1	chembl_clinical		chembl_clinical
NOS1	1	0	1	chembl_clinical		chembl_clinical
NOS2	1	0	1	chembl_clinical		chembl_clinical
NOS3	1	0	1	chembl_clinical		chembl_clinical
NOTCH1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
NOTCH2	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
NOTCH3	1	0	1	chembl_clinical		chembl_clinical
NOX1	1	0	1	chembl_clinical		chembl_clinical
NOX4	1	0	1	chembl_clinical		chembl_clinical
NPC1L1	1	0	1	chembl_clinical		chembl_clinical
NPEPL1	1	0	1	chembl_clinical		chembl_clinical
NPEPPS	1	0	1	chembl_clinical		chembl_clinical
NPM1	1	0	1	chembl_clinical		chembl_clinical
NPR1	1	0	1	chembl_clinical		chembl_clinical
NPR2	1	0	1	chembl_clinical		chembl_clinical
NPR3	1	0	1	chembl_clinical		chembl_clinical
NPY2R	1	0	1	chembl_clinical		chembl_clinical
NPY4R	1	0	1	chembl_clinical		chembl_clinical
NPY5R	1	0	1	chembl_clinical		chembl_clinical
NQO1	1	0	1	chembl_clinical		chembl_clinical
NR1H2	1	0	1	chembl_clinical		chembl_clinical
NR1H3	1	0	1	chembl_clinical		chembl_clinical
NR1H4	1	0	1	chembl_clinical		chembl_clinical
NR3C1	1	0	1	chembl_clinical		chembl_clinical
NR3C2	1	0	1	chembl_clinical		chembl_clinical
NR4A3	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NR5A2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NRAS	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
NRG1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NRP1	1	0	1	chembl_clinical		chembl_clinical
NS3	1	0	1	chembl_clinical		chembl_clinical
NS4A	1	0	1	chembl_clinical		chembl_clinical
NS5A	1	0	1	chembl_clinical		chembl_clinical
NS5B	1	0	1	chembl_clinical		chembl_clinical
NSD2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NSD3	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NT5C2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NT5E	1	0	1	chembl_clinical		chembl_clinical
NTRK1	1	0	4	chembl_clinical;known_biomarker;known_direct_drug;opentargets_high_evidence		chembl_clinical;known_biomarker;known_direct_drug;opentargets_high_evidence
NTRK2	1	0	4	chembl_clinical;known_biomarker;known_direct_drug;opentargets_high_evidence		chembl_clinical;known_biomarker;known_direct_drug;opentargets_high_evidence
NTRK3	1	0	4	chembl_clinical;known_biomarker;known_direct_drug;opentargets_high_evidence		chembl_clinical;known_biomarker;known_direct_drug;opentargets_high_evidence
NTSR1	1	0	1	chembl_clinical		chembl_clinical
NUCLEOPHOSMIN	1	0	1	chembl_clinical		chembl_clinical
NUP98	1	0	1	opentargets_high_evidence		opentargets_high_evidence
ODC1	1	0	1	chembl_clinical		chembl_clinical
OMPD	1	0	1	chembl_clinical		chembl_clinical
OPG057	1	0	1	chembl_clinical		chembl_clinical
OPG071	1	0	1	chembl_clinical		chembl_clinical
OPRD1	1	0	1	chembl_clinical		chembl_clinical
OPRK1	1	0	1	chembl_clinical		chembl_clinical
OPRL1	1	0	1	chembl_clinical		chembl_clinical
OPRM1	1	0	1	chembl_clinical		chembl_clinical
OSMR	1	0	1	chembl_clinical		chembl_clinical
OXTR	1	0	1	chembl_clinical		chembl_clinical
P-SELECTIN	1	0	1	chembl_clinical		chembl_clinical
P2RX3	1	0	1	chembl_clinical		chembl_clinical
P2RX7	1	0	1	chembl_clinical		chembl_clinical
P2RY1	1	0	1	chembl_clinical		chembl_clinical
P2RY12	1	0	1	chembl_clinical		chembl_clinical
P2RY2	1	0	1	chembl_clinical		chembl_clinical
P2RY4	1	0	1	chembl_clinical		chembl_clinical
P2RY6	1	0	1	chembl_clinical		chembl_clinical
P4HB	1	0	1	chembl_clinical		chembl_clinical
P4HTM	1	0	1	chembl_clinical		chembl_clinical
P53	1	0	1	chembl_clinical		chembl_clinical
PA	1	0	1	chembl_clinical		chembl_clinical
PAGA	1	0	1	chembl_clinical		chembl_clinical
PAH	1	0	1	chembl_clinical		chembl_clinical
PAK4	1	0	1	chembl_clinical		chembl_clinical
PALB2	1	1	3	known_biomarker;opentargets_high_evidence	curated_literature:OpenTargets2025	curated_literature:OpenTargets2025;known_biomarker;opentargets_high_evidence
PALLD	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PARC	1	0	1	chembl_clinical		chembl_clinical
PARE	1	0	1	chembl_clinical		chembl_clinical
PARP1	1	1	3	chembl_clinical;known_direct_drug	article_context_literature:savage2024	article_context_literature:savage2024;chembl_clinical;known_direct_drug
PARP2	1	0	2	chembl_clinical;known_direct_drug		chembl_clinical;known_direct_drug
PARP3	1	0	1	chembl_clinical		chembl_clinical
PAX3	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PAX5	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PB1	1	0	1	chembl_clinical		chembl_clinical
PB2	1	0	1	chembl_clinical		chembl_clinical
PBP1A	1	0	1	chembl_clinical		chembl_clinical
PBP1B	1	0	1	chembl_clinical		chembl_clinical
PBP2	1	0	1	chembl_clinical		chembl_clinical
PBP2A	1	0	1	chembl_clinical		chembl_clinical
PBP2B	1	0	1	chembl_clinical		chembl_clinical
PBP2X	1	0	1	chembl_clinical		chembl_clinical
PBP3	1	0	1	chembl_clinical		chembl_clinical
PBP4	1	0	1	chembl_clinical		chembl_clinical
PBPA	1	0	1	chembl_clinical		chembl_clinical
PBPB	1	0	1	chembl_clinical		chembl_clinical
PBPC	1	0	1	chembl_clinical		chembl_clinical
PBPF	1	0	1	chembl_clinical		chembl_clinical
PBRM1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PBX1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PCRV	1	0	1	chembl_clinical		chembl_clinical
PCSK9	1	0	1	chembl_clinical		chembl_clinical
PDCD1	1	0	1	chembl_clinical		chembl_clinical
PDCD1LG2	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
PDE10A	1	0	1	chembl_clinical		chembl_clinical
PDE1A	1	0	1	chembl_clinical		chembl_clinical
PDE1B	1	0	1	chembl_clinical		chembl_clinical
PDE1C	1	0	1	chembl_clinical		chembl_clinical
PDE2A	1	0	1	chembl_clinical		chembl_clinical
PDE3A	1	0	1	chembl_clinical		chembl_clinical
PDE3B	1	0	1	chembl_clinical		chembl_clinical
PDE4	1	0	1	chembl_clinical		chembl_clinical
PDE4A	1	0	1	chembl_clinical		chembl_clinical
PDE4B	1	0	1	chembl_clinical		chembl_clinical
PDE4C	1	0	1	chembl_clinical		chembl_clinical
PDE4D	1	0	1	chembl_clinical		chembl_clinical
PDE5A	1	0	1	chembl_clinical		chembl_clinical
PDE6A	1	0	1	chembl_clinical		chembl_clinical
PDE6B	1	0	1	chembl_clinical		chembl_clinical
PDE6C	1	0	1	chembl_clinical		chembl_clinical
PDE6D	1	0	1	chembl_clinical		chembl_clinical
PDE6G	1	0	1	chembl_clinical		chembl_clinical
PDE6H	1	0	1	chembl_clinical		chembl_clinical
PDE7A	1	0	1	chembl_clinical		chembl_clinical
PDE7B	1	0	1	chembl_clinical		chembl_clinical
PDE8A	1	0	1	chembl_clinical		chembl_clinical
PDE8B	1	0	1	chembl_clinical		chembl_clinical
PDE9A	1	0	1	chembl_clinical		chembl_clinical
PDGFB	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
PDGFRA	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
PDGFRB	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
PDK1	1	0	1	chembl_clinical		chembl_clinical
PDK2	1	0	1	chembl_clinical		chembl_clinical
PDK3	1	0	1	chembl_clinical		chembl_clinical
PDK4	1	0	1	chembl_clinical		chembl_clinical
PDPK1	1	0	1	chembl_clinical		chembl_clinical
PDX1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PEMT	1	0	1	chembl_clinical		chembl_clinical
PFATPASE4	1	0	1	chembl_clinical		chembl_clinical
PFOR	1	0	1	chembl_clinical		chembl_clinical
PGA5	1	0	1	chembl_clinical		chembl_clinical
PGF	1	0	1	chembl_clinical		chembl_clinical
PGK1	0	1	1		article_context_literature:savage2024	article_context_literature:savage2024
PGR	1	0	1	chembl_clinical		chembl_clinical
PHF6	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PICK1	1	0	1	chembl_clinical		chembl_clinical
PIK3CA	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
PIK3CB	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
PIK3CD	1	0	1	chembl_clinical		chembl_clinical
PIK3CG	1	0	1	chembl_clinical		chembl_clinical
PIK3R1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
PIK3R2	1	0	1	chembl_clinical		chembl_clinical
PIK3R3	1	0	1	chembl_clinical		chembl_clinical
PIK3R5	1	0	1	chembl_clinical		chembl_clinical
PIKFYVE	1	0	1	chembl_clinical		chembl_clinical
PIM1	1	0	1	chembl_clinical		chembl_clinical
PIM2	1	0	1	chembl_clinical		chembl_clinical
PIM3	1	0	1	chembl_clinical		chembl_clinical
PKD1	1	0	1	chembl_clinical		chembl_clinical
PKLR	1	0	1	chembl_clinical		chembl_clinical
PLA2G10	1	0	1	chembl_clinical		chembl_clinical
PLA2G2A	1	0	1	chembl_clinical		chembl_clinical
PLA2G4A	1	0	1	chembl_clinical		chembl_clinical
PLA2G5	1	0	1	chembl_clinical		chembl_clinical
PLA2G7	1	0	1	chembl_clinical		chembl_clinical
PLAG1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PLASMINOGEN	1	0	1	chembl_clinical		chembl_clinical
PLAT	1	0	1	chembl_clinical		chembl_clinical
PLAU	1	0	1	chembl_clinical		chembl_clinical
PLG	1	0	1	chembl_clinical		chembl_clinical
PLK1	1	0	1	chembl_clinical		chembl_clinical
PLK4	1	0	1	chembl_clinical		chembl_clinical
PMEL	1	0	1	chembl_clinical		chembl_clinical
PML	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PMS2	1	0	2	known_biomarker;opentargets_high_evidence		known_biomarker;opentargets_high_evidence
PNLIP	1	0	1	chembl_clinical		chembl_clinical
PNP	1	0	1	chembl_clinical		chembl_clinical
POL	1	0	1	chembl_clinical		chembl_clinical
POLA1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
POLA2	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
POLD1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
POLD2	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
POLD3	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
POLD4	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
POLE	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
POLE2	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
POLE3	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
POLQ	1	0	1	opentargets_high_evidence		opentargets_high_evidence
POLR1A	1	0	1	chembl_clinical		chembl_clinical
POLR2A	1	0	1	chembl_clinical		chembl_clinical
POLR3A	1	0	1	chembl_clinical		chembl_clinical
PONA	1	0	1	chembl_clinical		chembl_clinical
PONB	1	0	1	chembl_clinical		chembl_clinical
PORCN	1	0	1	chembl_clinical		chembl_clinical
POT1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
POU5F1B	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PPARA	1	0	1	chembl_clinical		chembl_clinical
PPARD	1	0	1	chembl_clinical		chembl_clinical
PPARG	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
PPAT	1	0	1	chembl_clinical		chembl_clinical
PPIA	1	0	1	chembl_clinical		chembl_clinical
PPM1D	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PPP2CA	1	1	2	chembl_clinical	curated_literature:Guo2025	chembl_clinical;curated_literature:Guo2025
PPP2CB	1	1	2	chembl_clinical	curated_literature:Guo2025	chembl_clinical;curated_literature:Guo2025
PPP2R1A	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PPP3CA	1	0	1	chembl_clinical		chembl_clinical
PPP5C	1	0	1	chembl_clinical		chembl_clinical
PPPK-DHPS	1	0	1	chembl_clinical		chembl_clinical
PPYR1	1	0	1	chembl_clinical		chembl_clinical
PRDM16	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PREX2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PRIM1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
PRIM2	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
PRKAA1	1	0	1	chembl_clinical		chembl_clinical
PRKAA2	1	0	1	chembl_clinical		chembl_clinical
PRKAB1	1	0	1	chembl_clinical		chembl_clinical
PRKAB2	1	0	1	chembl_clinical		chembl_clinical
PRKACA	1	0	1	chembl_clinical		chembl_clinical
PRKACB	1	0	1	chembl_clinical		chembl_clinical
PRKACG	1	0	1	chembl_clinical		chembl_clinical
PRKAG1	1	0	1	chembl_clinical		chembl_clinical
PRKAG2	1	0	1	chembl_clinical		chembl_clinical
PRKAG3	1	0	1	chembl_clinical		chembl_clinical
PRKAR1A	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PRKCA	1	0	1	chembl_clinical		chembl_clinical
PRKCB	1	0	1	chembl_clinical		chembl_clinical
PRKCD	1	0	1	chembl_clinical		chembl_clinical
PRKCE	1	0	1	chembl_clinical		chembl_clinical
PRKCG	1	0	1	chembl_clinical		chembl_clinical
PRKCH	1	0	1	chembl_clinical		chembl_clinical
PRKCI	1	0	1	chembl_clinical		chembl_clinical
PRKCQ	1	0	1	chembl_clinical		chembl_clinical
PRKCZ	1	0	1	chembl_clinical		chembl_clinical
PRKD1	1	0	1	chembl_clinical		chembl_clinical
PRKD3	1	0	1	chembl_clinical		chembl_clinical
PRKDC	1	0	1	chembl_clinical		chembl_clinical
PRMT5	1	1	3	chembl_clinical	article_context_literature:guo2025;known_dependency	article_context_literature:guo2025;chembl_clinical;known_dependency
PROC	1	0	1	chembl_clinical		chembl_clinical
PROS1	1	0	1	chembl_clinical		chembl_clinical
PROTEASE	1	0	1	chembl_clinical		chembl_clinical
PRR4	1	0	1	chembl_clinical		chembl_clinical
PSCA	1	0	1	chembl_clinical		chembl_clinical
PSEN1	1	0	1	chembl_clinical		chembl_clinical
PSEN2	1	0	1	chembl_clinical		chembl_clinical
PSENEN	1	0	1	chembl_clinical		chembl_clinical
PSIP1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PSMA1	1	0	1	chembl_clinical		chembl_clinical
PSMA2	1	0	1	chembl_clinical		chembl_clinical
PSMA3	1	0	1	chembl_clinical		chembl_clinical
PSMA4	1	1	2	chembl_clinical	curated_literature:Savage2024	chembl_clinical;curated_literature:Savage2024
PSMA5	1	0	1	chembl_clinical		chembl_clinical
PSMA6	1	0	1	chembl_clinical		chembl_clinical
PSMA7	1	0	1	chembl_clinical		chembl_clinical
PSMA8	1	0	1	chembl_clinical		chembl_clinical
PSMB1	1	0	1	chembl_clinical		chembl_clinical
PSMB10	1	0	1	chembl_clinical		chembl_clinical
PSMB11	1	0	1	chembl_clinical		chembl_clinical
PSMB2	1	0	1	chembl_clinical		chembl_clinical
PSMB3	1	1	2	chembl_clinical	curated_literature:Savage2024	chembl_clinical;curated_literature:Savage2024
PSMB4	1	0	1	chembl_clinical		chembl_clinical
PSMB5	1	0	1	chembl_clinical		chembl_clinical
PSMB6	1	0	1	chembl_clinical		chembl_clinical
PSMB7	1	0	1	chembl_clinical		chembl_clinical
PSMB8	1	0	1	chembl_clinical		chembl_clinical
PSMB9	1	0	1	chembl_clinical		chembl_clinical
PSMC1	1	0	1	chembl_clinical		chembl_clinical
PSMC2	1	0	1	chembl_clinical		chembl_clinical
PSMC3	1	0	1	chembl_clinical		chembl_clinical
PSMC4	1	0	1	chembl_clinical		chembl_clinical
PSMC5	1	0	1	chembl_clinical		chembl_clinical
PSMC6	1	0	1	chembl_clinical		chembl_clinical
PSMD1	1	0	1	chembl_clinical		chembl_clinical
PSMD11	1	0	1	chembl_clinical		chembl_clinical
PSMD12	1	0	1	chembl_clinical		chembl_clinical
PSMD13	1	0	1	chembl_clinical		chembl_clinical
PSMD14	1	0	1	chembl_clinical		chembl_clinical
PSMD2	1	0	1	chembl_clinical		chembl_clinical
PSMD3	1	0	1	chembl_clinical		chembl_clinical
PSMD4	1	0	1	chembl_clinical		chembl_clinical
PSMD6	1	0	1	chembl_clinical		chembl_clinical
PSMD7	1	0	1	chembl_clinical		chembl_clinical
PSMD8	1	0	1	chembl_clinical		chembl_clinical
PTAFR	1	0	1	chembl_clinical		chembl_clinical
PTEN	1	1	2	opentargets_high_evidence	article_context_literature:guo2025	article_context_literature:guo2025;opentargets_high_evidence
PTGDR	1	0	1	chembl_clinical		chembl_clinical
PTGDR2	1	0	1	chembl_clinical		chembl_clinical
PTGDS	1	0	1	chembl_clinical		chembl_clinical
PTGER1	1	0	1	chembl_clinical		chembl_clinical
PTGER2	1	0	1	chembl_clinical		chembl_clinical
PTGER3	1	0	1	chembl_clinical		chembl_clinical
PTGER4	1	0	1	chembl_clinical		chembl_clinical
PTGFR	1	0	1	chembl_clinical		chembl_clinical
PTGIR	1	0	1	chembl_clinical		chembl_clinical
PTGS1	1	0	1	chembl_clinical		chembl_clinical
PTGS2	1	0	1	chembl_clinical		chembl_clinical
PTH1R	1	0	1	chembl_clinical		chembl_clinical
PTHLH	1	0	1	chembl_clinical		chembl_clinical
PTHR1	1	0	1	chembl_clinical		chembl_clinical
PTK2	1	0	1	chembl_clinical		chembl_clinical
PTK2B	1	0	1	chembl_clinical		chembl_clinical
PTK6	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
PTPN11	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
PTPN13	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PTPRB	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
PTPRC	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
PTPRK	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PTPRT	1	0	1	opentargets_high_evidence		opentargets_high_evidence
PVRL4	1	0	1	chembl_clinical		chembl_clinical
QKI	1	0	1	opentargets_high_evidence		opentargets_high_evidence
R-SPONDIN-3	1	0	1	chembl_clinical		chembl_clinical
RABL3	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RAD50	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RAD51B	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RAD51C	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RAD51D	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RAF-1	1	0	1	chembl_clinical		chembl_clinical
RAF1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
RAGE	1	0	1	chembl_clinical		chembl_clinical
RAMP1	1	0	1	chembl_clinical		chembl_clinical
RAMP2	1	0	1	chembl_clinical		chembl_clinical
RAMP3	1	0	1	chembl_clinical		chembl_clinical
RANBP2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RAP1GDS1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RARA	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
RARB	1	0	1	chembl_clinical		chembl_clinical
RARG	1	0	1	chembl_clinical		chembl_clinical
RAS	0	1	1		article_context_literature:guo2025	article_context_literature:guo2025
RASA1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RB1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RBBP8	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RBM10	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RBM47	0	1	1		article_context_literature:guo2025	article_context_literature:guo2025
RBX1	1	0	1	chembl_clinical		chembl_clinical
RDL1	1	0	1	chembl_clinical		chembl_clinical
RDL2	1	0	1	chembl_clinical		chembl_clinical
RDL3	1	0	1	chembl_clinical		chembl_clinical
RECQL4	1	0	1	opentargets_high_evidence		opentargets_high_evidence
REL	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RELA	1	0	1	chembl_clinical		chembl_clinical
REN	1	0	1	chembl_clinical		chembl_clinical
REP	1	0	1	chembl_clinical		chembl_clinical
RET	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
RETICULON-4	1	0	1	chembl_clinical		chembl_clinical
REVERSE	1	0	1	chembl_clinical		chembl_clinical
RGMA	1	0	1	chembl_clinical		chembl_clinical
RHD	1	0	1	chembl_clinical		chembl_clinical
RHOH	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RICTOR	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RIPK1	1	0	1	chembl_clinical		chembl_clinical
RMI2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RNF43	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RNPEP	1	0	1	chembl_clinical		chembl_clinical
RNPEPL1	1	0	1	chembl_clinical		chembl_clinical
ROCK1	1	0	1	chembl_clinical		chembl_clinical
ROCK2	1	0	1	chembl_clinical		chembl_clinical
ROR1	1	0	1	chembl_clinical		chembl_clinical
RORC	1	0	1	chembl_clinical		chembl_clinical
ROS1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
RPE65	1	0	1	chembl_clinical		chembl_clinical
RPL10	1	0	1	chembl_clinical		chembl_clinical
RPL10A	1	0	1	chembl_clinical		chembl_clinical
RPL11	1	0	1	chembl_clinical		chembl_clinical
RPL12	1	0	1	chembl_clinical		chembl_clinical
RPL13	1	0	1	chembl_clinical		chembl_clinical
RPL13A	1	0	1	chembl_clinical		chembl_clinical
RPL14	1	0	1	chembl_clinical		chembl_clinical
RPL15	1	0	1	chembl_clinical		chembl_clinical
RPL17	1	0	1	chembl_clinical		chembl_clinical
RPL18	1	0	1	chembl_clinical		chembl_clinical
RPL18A	1	0	1	chembl_clinical		chembl_clinical
RPL19	1	0	1	chembl_clinical		chembl_clinical
RPL21	1	0	1	chembl_clinical		chembl_clinical
RPL22	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
RPL23	1	0	1	chembl_clinical		chembl_clinical
RPL23A	1	0	1	chembl_clinical		chembl_clinical
RPL24	1	0	1	chembl_clinical		chembl_clinical
RPL26	1	0	1	chembl_clinical		chembl_clinical
RPL27	1	0	1	chembl_clinical		chembl_clinical
RPL27A	1	0	1	chembl_clinical		chembl_clinical
RPL28	1	0	1	chembl_clinical		chembl_clinical
RPL29	1	0	1	chembl_clinical		chembl_clinical
RPL3	1	0	1	chembl_clinical		chembl_clinical
RPL30	1	0	1	chembl_clinical		chembl_clinical
RPL31	1	0	1	chembl_clinical		chembl_clinical
RPL32	1	0	1	chembl_clinical		chembl_clinical
RPL34	1	0	1	chembl_clinical		chembl_clinical
RPL35	1	0	1	chembl_clinical		chembl_clinical
RPL35A	1	0	1	chembl_clinical		chembl_clinical
RPL36	1	0	1	chembl_clinical		chembl_clinical
RPL36A	1	0	1	chembl_clinical		chembl_clinical
RPL37	1	0	1	chembl_clinical		chembl_clinical
RPL37A	1	0	1	chembl_clinical		chembl_clinical
RPL38	1	0	1	chembl_clinical		chembl_clinical
RPL39	1	0	1	chembl_clinical		chembl_clinical
RPL4	1	0	1	chembl_clinical		chembl_clinical
RPL41	1	0	1	chembl_clinical		chembl_clinical
RPL5	1	0	1	chembl_clinical		chembl_clinical
RPL6	1	0	1	chembl_clinical		chembl_clinical
RPL7	1	0	1	chembl_clinical		chembl_clinical
RPL7A	1	0	1	chembl_clinical		chembl_clinical
RPL8	1	0	1	chembl_clinical		chembl_clinical
RPL9	1	0	1	chembl_clinical		chembl_clinical
RPL9P7	1	0	1	chembl_clinical		chembl_clinical
RPL9P8	1	0	1	chembl_clinical		chembl_clinical
RPL9P9	1	0	1	chembl_clinical		chembl_clinical
RPLA	1	0	1	chembl_clinical		chembl_clinical
RPLB	1	0	1	chembl_clinical		chembl_clinical
RPLC	1	0	1	chembl_clinical		chembl_clinical
RPLD	1	0	1	chembl_clinical		chembl_clinical
RPLE	1	0	1	chembl_clinical		chembl_clinical
RPLF	1	0	1	chembl_clinical		chembl_clinical
RPLI	1	0	1	chembl_clinical		chembl_clinical
RPLJ	1	0	1	chembl_clinical		chembl_clinical
RPLK	1	0	1	chembl_clinical		chembl_clinical
RPLL	1	0	1	chembl_clinical		chembl_clinical
RPLM	1	0	1	chembl_clinical		chembl_clinical
RPLN	1	0	1	chembl_clinical		chembl_clinical
RPLO	1	0	1	chembl_clinical		chembl_clinical
RPLP	1	0	1	chembl_clinical		chembl_clinical
RPLP0	1	0	1	chembl_clinical		chembl_clinical
RPLP1	1	0	1	chembl_clinical		chembl_clinical
RPLQ	1	0	1	chembl_clinical		chembl_clinical
